"","ptID","category","slope","WMA","old","x","y"
"556",556,"open",0,"Perdido River Wildlife Management Area",0,"461220.650000455"," 3390101.84163738"
"557",557,"open",1,"Perdido River Wildlife Management Area",0,"456768.349498663"," 3395057.10226896"
"558",558,"evergreen",1,"Perdido River Wildlife Management Area",0,"450741.836154653"," 3397424.9596878"
"559",559,"evergreen",9,"Red Hills Wildlife Management Area",0,"463688.362593728"," 3503563.38809603"
"560",560,"mixed",5,"Red Hills Wildlife Management Area",0,"463397.175346582"," 3505270.35515465"
"561",561,"mixed",4,"Red Hills Wildlife Management Area",0,"466989.432953836"," 3512491.81699678"
"562",562,"mixed",2,"Red Hills Wildlife Management Area",0,"468581.798903651"," 3513962.04537562"
"563",563,"mixed",7,"Red Hills Wildlife Management Area",0,"467233.827062935"," 3516007.72913475"
"564",564,"mixed",15,"Red Hills Wildlife Management Area",0,"465196.613275585"," 3513679.49832836"
"565",565,"mixed",7,"Red Hills Wildlife Management Area",0,"467319.555780385"," 3517858.99860858"
"566",566,"mixed",5,"Red Hills Wildlife Management Area",0,"465687.889071113"," 3506135.48461012"
"567",567,"evergreen",5,"Red Hills Wildlife Management Area",0,"464168.900822778"," 3506067.87020827"
"568",568,"evergreen",10,"Red Hills Wildlife Management Area",0,"462998.288217088"," 3511246.26276956"
"569",569,"evergreen",13,"Red Hills Wildlife Management Area",0,"465603.717480498"," 3511601.98628698"
"570",570,"evergreen",6,"Red Hills Wildlife Management Area",0,"468194.010737752"," 3509259.79033378"
"571",571,"mixed",14,"Red Hills Wildlife Management Area",0,"468195.000232613"," 3511808.98955515"
"572",572,"mixed",12,"Red Hills Wildlife Management Area",0,"463506.290496327"," 3504510.27816683"
"573",573,"evergreen",4,"Red Hills Wildlife Management Area",0,"462615.180184364"," 3503094.03107902"
"574",574,"mixed",8,"Red Hills Wildlife Management Area",0,"467299.690149467"," 3513842.29985005"
"575",575,"evergreen",10,"Red Hills Wildlife Management Area",0,"464530.536756047"," 3507323.69938444"
"576",576,"evergreen",5,"Red Hills Wildlife Management Area",0,"464559.206376208"," 3510800.11746674"
"577",577,"mixed",17,"Red Hills Wildlife Management Area",0,"468149.540346185"," 3517361.37150425"
"578",578,"mixed",11,"Red Hills Wildlife Management Area",0,"464239.199822606"," 3512839.49772854"
"579",579,"evergreen",5,"Red Hills Wildlife Management Area",0,"465752.751284161"," 3509038.72368763"
"580",580,"evergreen",8,"Red Hills Wildlife Management Area",0,"466248.02255963"," 3514870.5459474"
"581",581,"evergreen",5,"Red Hills Wildlife Management Area",0,"466274.255871479"," 3512288.92499013"
"582",582,"evergreen",3,"Red Hills Wildlife Management Area",0,"464994.948087685"," 3506800.29129534"
"583",583,"evergreen",7,"Red Hills Wildlife Management Area",0,"469187.785406109"," 3517144.09619637"
"584",584,"mixed",9,"Red Hills Wildlife Management Area",0,"467105.595137278"," 3509901.67334591"
"585",585,"mixed",6,"Red Hills Wildlife Management Area",0,"464106.592482611"," 3510812.53174062"
"586",586,"open",7,"Red Hills Wildlife Management Area",0,"468144.790197325"," 3516042.30559925"
"587",587,"mixed",3,"Red Hills Wildlife Management Area",0,"469073.990436362"," 3510556.92247689"
"588",588,"mixed",3,"Red Hills Wildlife Management Area",0,"468606.753817919"," 3511050.59974689"
"589",589,"mixed",13,"Red Hills Wildlife Management Area",0,"464448.582729793"," 3508051.20801105"
"590",590,"mixed",17,"Red Hills Wildlife Management Area",0,"462778.221874771"," 3511476.81499763"
"591",591,"mixed",6,"Red Hills Wildlife Management Area",0,"468605.661488725"," 3514529.61850699"
"592",592,"evergreen",7,"Red Hills Wildlife Management Area",0,"468552.636719816"," 3508896.25413923"
"593",593,"open",3,"Red Hills Wildlife Management Area",0,"462919.007924755"," 3510413.928383"
"594",594,"evergreen",10,"Red Hills Wildlife Management Area",0,"468734.92002813"," 3509538.99484622"
"595",595,"open",6,"Red Hills Wildlife Management Area",0,"467559.418907894"," 3514027.88737563"
"596",596,"evergreen",3,"Red Hills Wildlife Management Area",0,"463709.798328177"," 3508870.23970105"
"597",597,"mixed",7,"Red Hills Wildlife Management Area",0,"462498.697045126"," 3511083.11986459"
"598",598,"mixed",9,"Red Hills Wildlife Management Area",0,"467807.764650827"," 3510285.73412387"
"599",599,"mixed",13,"Red Hills Wildlife Management Area",0,"466116.262486615"," 3515392.71537006"
"600",600,"evergreen",2,"Red Hills Wildlife Management Area",0,"464851.862890436"," 3507203.61108147"
"601",601,"evergreen",12,"Red Hills Wildlife Management Area",0,"466889.55787499"," 3514300.59872128"
"602",602,"evergreen",14,"Red Hills Wildlife Management Area",0,"468558.576557507"," 3510545.2597632"
"603",603,"mixed",10,"Red Hills Wildlife Management Area",0,"466616.861577385"," 3510487.33268374"
"604",604,"mixed",8,"Red Hills Wildlife Management Area",0,"462930.575407707"," 3506723.76979046"
"605",605,"deciduous",7,"Red Hills Wildlife Management Area",0,"468543.218920851"," 3510066.83103465"
"606",606,"mixed",7,"Red Hills Wildlife Management Area",0,"463207.623687531"," 3504868.19678318"
"607",607,"mixed",3,"Red Hills Wildlife Management Area",0,"467728.891790669"," 3508823.51437465"
"608",608,"evergreen",10,"Red Hills Wildlife Management Area",0,"465781.910370634"," 3515693.94961173"
"609",609,"deciduous",14,"Red Hills Wildlife Management Area",0,"464750.322682698"," 3514710.98146032"
"610",610,"evergreen",3,"Red Hills Wildlife Management Area",0,"465428.295454058"," 3511348.50345351"
"611",611,"evergreen",7,"Red Hills Wildlife Management Area",0,"463911.231817291"," 3503362.53689855"
"612",612,"mixed",9,"Red Hills Wildlife Management Area",0,"467845.638418723"," 3517029.9913513"
"613",613,"deciduous",4,"Red Hills Wildlife Management Area",0,"468684.848214855"," 3517581.09295181"
"614",614,"mixed",3,"Red Hills Wildlife Management Area",0,"465613.186473901"," 3510431.43400103"
"615",615,"evergreen",6,"Red Hills Wildlife Management Area",0,"468934.900384202"," 3517347.73384755"
"616",616,"evergreen",12,"Red Hills Wildlife Management Area",0,"465500.083667025"," 3510831.92315519"
"617",617,"mixed",5,"Red Hills Wildlife Management Area",0,"463081.791566736"," 3508629.1486881"
"618",618,"mixed",6,"Red Hills Wildlife Management Area",0,"465291.553736966"," 3512770.89035976"
"619",619,"open",5,"Charles D. Kelley Autauga County Wildlife Management Area",0,"533436.165304686"," 3608954.96033109"
"620",620,"evergreen",1,"Charles D. Kelley Autauga County Wildlife Management Area",0,"541382.061872672"," 3606528.19347253"
"621",621,"evergreen",1,"Charles D. Kelley Autauga County Wildlife Management Area",0,"543950.129105797"," 3607394.13987274"
"622",622,"evergreen",3,"Charles D. Kelley Autauga County Wildlife Management Area",0,"543297.285151742"," 3609103.19439505"
"623",623,"evergreen",10,"Charles D. Kelley Autauga County Wildlife Management Area",0,"545844.261130969"," 3606616.26342369"
"624",624,"evergreen",6,"Charles D. Kelley Autauga County Wildlife Management Area",0,"543841.001872095"," 3610339.85852714"
"625",625,"open",5,"Charles D. Kelley Autauga County Wildlife Management Area",0,"544512.392601163"," 3608509.26380023"
"626",626,"open",3,"Charles D. Kelley Autauga County Wildlife Management Area",0,"541404.821150986"," 3606136.64273343"
"627",627,"evergreen",9,"Charles D. Kelley Autauga County Wildlife Management Area",0,"544171.352860138"," 3606235.00408346"
"628",628,"open",2,"Charles D. Kelley Autauga County Wildlife Management Area",0,"534818.651233714"," 3608525.10401207"
"629",629,"mixed",4,"Charles D. Kelley Autauga County Wildlife Management Area",0,"540122.604102591"," 3606976.51641022"
"630",630,"evergreen",3,"Charles D. Kelley Autauga County Wildlife Management Area",0,"543937.113732493"," 3606946.05921318"
"631",631,"open",8,"Charles D. Kelley Autauga County Wildlife Management Area",0,"534024.060892526"," 3603118.47152656"
"632",632,"evergreen",5,"Charles D. Kelley Autauga County Wildlife Management Area",0,"545226.576357212"," 3606494.84872558"
"633",633,"evergreen",8,"Charles D. Kelley Autauga County Wildlife Management Area",0,"539999.467553824"," 3606329.14831787"
"634",634,"evergreen",5,"Charles D. Kelley Autauga County Wildlife Management Area",0,"545332.086752175"," 3609779.79083164"
"635",635,"evergreen",3,"Charles D. Kelley Autauga County Wildlife Management Area",0,"535737.657401287"," 3607060.61051105"
"636",636,"open",2,"Charles D. Kelley Autauga County Wildlife Management Area",0,"540705.865615885"," 3606741.76495983"
"637",637,"open",3,"Charles D. Kelley Autauga County Wildlife Management Area",0,"534429.449609384"," 3607004.23872321"
"638",638,"mixed",3,"Charles D. Kelley Autauga County Wildlife Management Area",0,"534239.215747465"," 3606602.82610771"
"639",639,"evergreen",7,"Charles D. Kelley Autauga County Wildlife Management Area",0,"533173.16718972"," 3609369.13258457"
"640",640,"open",1,"Charles D. Kelley Autauga County Wildlife Management Area",0,"532877.047304282"," 3608498.46969101"
"641",641,"evergreen",7,"Charles D. Kelley Autauga County Wildlife Management Area",0,"540455.551533963"," 3606346.02657504"
"642",642,"evergreen",1,"Charles D. Kelley Autauga County Wildlife Management Area",0,"535098.0267357"," 3604514.93535454"
"643",643,"open",3,"Charles D. Kelley Autauga County Wildlife Management Area",0,"546184.675907282"," 3607003.48518623"
"644",644,"evergreen",3,"Charles D. Kelley Autauga County Wildlife Management Area",0,"543953.496357973"," 3604608.0622559"
"645",645,"deciduous",3,"Charles D. Kelley Autauga County Wildlife Management Area",0,"541734.491257062"," 3608921.17733324"
"646",646,"evergreen",5,"Charles D. Kelley Autauga County Wildlife Management Area",0,"539450.276140578"," 3605662.06142161"
"647",647,"evergreen",6,"Charles D. Kelley Autauga County Wildlife Management Area",0,"535615.36537013"," 3603597.46642817"
"648",648,"mixed",1,"Charles D. Kelley Autauga County Wildlife Management Area",0,"542173.948037128"," 3605944.24783317"
"649",649,"open",5,"Charles D. Kelley Autauga County Wildlife Management Area",0,"545495.681301482"," 3607398.02346412"
"650",650,"evergreen",7,"Charles D. Kelley Autauga County Wildlife Management Area",0,"545157.029480725"," 3607969.15996416"
"651",651,"evergreen",7,"Charles D. Kelley Autauga County Wildlife Management Area",0,"534171.688379152"," 3604961.73217093"
"652",652,"mixed",3,"Charles D. Kelley Autauga County Wildlife Management Area",0,"546515.618750858"," 3608859.33221516"
"653",653,"evergreen",8,"Charles D. Kelley Autauga County Wildlife Management Area",0,"534517.763738054"," 3605408.36715747"
"654",654,"evergreen",3,"Charles D. Kelley Autauga County Wildlife Management Area",0,"539913.437505042"," 3605438.63965855"
"655",655,"evergreen",4,"Charles D. Kelley Autauga County Wildlife Management Area",0,"539241.29506262"," 3604753.19043616"
"656",656,"open",5,"Charles D. Kelley Autauga County Wildlife Management Area",0,"532406.742236801"," 3608962.13465409"
"657",657,"deciduous",2,"Charles D. Kelley Autauga County Wildlife Management Area",0,"542169.74185472"," 3606214.23299547"
"658",658,"open",5,"Charles D. Kelley Autauga County Wildlife Management Area",0,"543037.008181026"," 3608918.08419795"
"659",659,"open",6,"Charles D. Kelley Autauga County Wildlife Management Area",0,"544625.633079228"," 3609367.22092403"
"660",660,"mixed",4,"Charles D. Kelley Autauga County Wildlife Management Area",0,"535673.906556329"," 3603262.44212201"
"661",661,"evergreen",4,"Charles D. Kelley Autauga County Wildlife Management Area",0,"535094.890255085"," 3603227.18117355"
"662",662,"evergreen",3,"Charles D. Kelley Autauga County Wildlife Management Area",0,"543727.769660839"," 3609481.91210164"
"663",663,"deciduous",10,"James D. Martin - Skyline Wildlife Management Area",0,"593144.017397361"," 3869119.4611029"
"664",664,"deciduous",15,"James D. Martin - Skyline Wildlife Management Area",0,"575713.303933664"," 3850766.46179617"
"665",665,"deciduous",15,"James D. Martin - Skyline Wildlife Management Area",0,"570156.1578939"," 3852661.71687272"
"666",666,"deciduous",6,"James D. Martin - Skyline Wildlife Management Area",0,"575177.870416487"," 3852758.69040805"
"667",667,"deciduous",4,"James D. Martin - Skyline Wildlife Management Area",0,"578125.439094897"," 3857143.16022032"
"668",668,"open",2,"James D. Martin - Skyline Wildlife Management Area",0,"593536.5158669"," 3853487.01123615"
"669",669,"deciduous",1,"James D. Martin - Skyline Wildlife Management Area",0,"590695.507037031"," 3866749.89635238"
"670",670,"deciduous",18,"James D. Martin - Skyline Wildlife Management Area",0,"592718.465363832"," 3866619.97727041"
"671",671,"deciduous",22,"James D. Martin - Skyline Wildlife Management Area",0,"580828.777330603"," 3871199.8275209"
"672",672,"deciduous",24,"James D. Martin - Skyline Wildlife Management Area",0,"588403.494846685"," 3858181.24524752"
"673",673,"deciduous",17,"James D. Martin - Skyline Wildlife Management Area",0,"583776.973571725"," 3872148.37429753"
"674",674,"deciduous",10,"James D. Martin - Skyline Wildlife Management Area",0,"582223.70567883"," 3870860.00522836"
"675",675,"deciduous",28,"James D. Martin - Skyline Wildlife Management Area",0,"573813.073913106"," 3848404.98607712"
"676",676,"deciduous",14,"James D. Martin - Skyline Wildlife Management Area",0,"571685.775419193"," 3848395.26522187"
"677",677,"deciduous",4,"James D. Martin - Skyline Wildlife Management Area",0,"575384.388836675"," 3853008.22547064"
"678",678,"deciduous",12,"James D. Martin - Skyline Wildlife Management Area",0,"586472.359264364"," 3868310.90346097"
"679",679,"deciduous",16,"James D. Martin - Skyline Wildlife Management Area",0,"588047.390515041"," 3870134.97437748"
"680",680,"deciduous",21,"James D. Martin - Skyline Wildlife Management Area",0,"594273.7161417"," 3868864.16892758"
"681",681,"deciduous",6,"James D. Martin - Skyline Wildlife Management Area",0,"586133.81520329"," 3857647.15815003"
"682",682,"deciduous",12,"James D. Martin - Skyline Wildlife Management Area",0,"572519.931652714"," 3852290.78530706"
"683",683,"deciduous",9,"James D. Martin - Skyline Wildlife Management Area",0,"584493.89781486"," 3868585.96265519"
"684",684,"deciduous",11,"James D. Martin - Skyline Wildlife Management Area",0,"586540.432959726"," 3866512.04548656"
"685",685,"deciduous",15,"James D. Martin - Skyline Wildlife Management Area",0,"587826.083886961"," 3862238.83631589"
"686",686,"deciduous",13,"James D. Martin - Skyline Wildlife Management Area",0,"574915.795844128"," 3849436.97066671"
"687",687,"open",1,"James D. Martin - Skyline Wildlife Management Area",0,"598034.969910311"," 3858502.81487507"
"688",688,"deciduous",3,"James D. Martin - Skyline Wildlife Management Area",0,"589354.802944278"," 3866397.58837238"
"689",689,"deciduous",3,"James D. Martin - Skyline Wildlife Management Area",0,"581598.410290983"," 3859118.06781824"
"690",690,"deciduous",14,"James D. Martin - Skyline Wildlife Management Area",0,"584380.292244387"," 3867730.25673926"
"691",691,"deciduous",19,"James D. Martin - Skyline Wildlife Management Area",0,"584477.858738317"," 3871544.97372137"
"692",692,"deciduous",11,"James D. Martin - Skyline Wildlife Management Area",0,"576737.970014999"," 3861933.81596782"
"693",693,"deciduous",21,"James D. Martin - Skyline Wildlife Management Area",0,"579050.419513386"," 3854158.40217318"
"694",694,"deciduous",11,"James D. Martin - Skyline Wildlife Management Area",0,"582974.714738372"," 3866398.14711476"
"695",695,"deciduous",19,"James D. Martin - Skyline Wildlife Management Area",0,"590289.315740365"," 3862575.5178005"
"696",696,"deciduous",3,"James D. Martin - Skyline Wildlife Management Area",0,"588080.785587853"," 3861109.53873118"
"697",697,"deciduous",14,"James D. Martin - Skyline Wildlife Management Area",0,"586965.860693663"," 3869011.50535806"
"698",698,"open",4,"James D. Martin - Skyline Wildlife Management Area",0,"598413.4854839"," 3855838.02291832"
"699",699,"deciduous",14,"James D. Martin - Skyline Wildlife Management Area",0,"574552.572018626"," 3847887.48233971"
"700",700,"deciduous",13,"James D. Martin - Skyline Wildlife Management Area",0,"590757.185343835"," 3863637.05889198"
"701",701,"deciduous",26,"James D. Martin - Skyline Wildlife Management Area",0,"588575.16599098"," 3867127.92714644"
"702",702,"deciduous",12,"James D. Martin - Skyline Wildlife Management Area",0,"584591.543284699"," 3868965.17467426"
"703",703,"deciduous",7,"James D. Martin - Skyline Wildlife Management Area",0,"573233.141304541"," 3850252.02577901"
"704",704,"deciduous",18,"James D. Martin - Skyline Wildlife Management Area",0,"576540.962365702"," 3860219.51280554"
"705",705,"deciduous",10,"James D. Martin - Skyline Wildlife Management Area",0,"593381.531130352"," 3865004.27262253"
"706",706,"deciduous",10,"James D. Martin - Skyline Wildlife Management Area",0,"577767.232441582"," 3853770.79077412"
"707",707,"deciduous",10,"James D. Martin - Skyline Wildlife Management Area",0,"584802.639128519"," 3862701.54784368"
"708",708,"deciduous",16,"James D. Martin - Skyline Wildlife Management Area",0,"590563.842045266"," 3854781.73629083"
"709",709,"deciduous",16,"James D. Martin - Skyline Wildlife Management Area",0,"589616.752887426"," 3862220.3169748"
"710",710,"deciduous",6,"James D. Martin - Skyline Wildlife Management Area",0,"575212.179687942"," 3852486.57927729"
"711",711,"deciduous",13,"James D. Martin - Skyline Wildlife Management Area",0,"576480.951479899"," 3852726.16568978"
"712",712,"deciduous",20,"James D. Martin - Skyline Wildlife Management Area",0,"572554.867559732"," 3853900.86257953"
"713",713,"deciduous",4,"James D. Martin - Skyline Wildlife Management Area",0,"583579.399088887"," 3869179.52873299"
"714",714,"deciduous",14,"James D. Martin - Skyline Wildlife Management Area",0,"598157.616816754"," 3857266.31106202"
"715",715,"deciduous",7,"James D. Martin - Skyline Wildlife Management Area",0,"586178.095782339"," 3867472.12545889"
"716",716,"mixed",12,"James D. Martin - Skyline Wildlife Management Area",0,"572133.588883784"," 3845813.62783281"
"717",717,"deciduous",17,"James D. Martin - Skyline Wildlife Management Area",0,"586193.521498512"," 3870129.48898842"
"718",718,"deciduous",5,"James D. Martin - Skyline Wildlife Management Area",0,"589575.773375136"," 3866795.12344549"
"719",719,"mixed",9,"James D. Martin - Skyline Wildlife Management Area",0,"581298.919773313"," 3859474.78069546"
"720",720,"deciduous",14,"James D. Martin - Skyline Wildlife Management Area",0,"587539.462801925"," 3865850.77023825"
"721",721,"deciduous",2,"James D. Martin - Skyline Wildlife Management Area",0,"584377.088581807"," 3870508.84173782"
"722",722,"deciduous",5,"James D. Martin - Skyline Wildlife Management Area",0,"579066.463728239"," 3858698.1418219"
"723",723,"deciduous",8,"James D. Martin - Skyline Wildlife Management Area",0,"589570.077137673"," 3870171.49183066"
"724",724,"deciduous",18,"James D. Martin - Skyline Wildlife Management Area",0,"592189.063151712"," 3865862.97896185"
"725",725,"deciduous",10,"James D. Martin - Skyline Wildlife Management Area",0,"590768.642088823"," 3869999.39023568"
"726",726,"deciduous",12,"James D. Martin - Skyline Wildlife Management Area",0,"591293.403280299"," 3854474.27735863"
"727",727,"deciduous",17,"James D. Martin - Skyline Wildlife Management Area",0,"586674.195423187"," 3871010.52855575"
"728",728,"mixed",5,"James D. Martin - Skyline Wildlife Management Area",0,"577279.423440695"," 3864691.30444366"
"729",729,"deciduous",11,"James D. Martin - Skyline Wildlife Management Area",0,"592925.750029437"," 3865315.89310146"
"730",730,"deciduous",15,"James D. Martin - Skyline Wildlife Management Area",0,"583587.204446956"," 3856451.85284092"
"731",731,"deciduous",21,"James D. Martin - Skyline Wildlife Management Area",0,"585789.032975815"," 3869719.28957875"
"732",732,"deciduous",13,"James D. Martin - Skyline Wildlife Management Area",0,"595453.391784686"," 3868185.93079433"
"733",733,"mixed",0,"James D. Martin - Skyline Wildlife Management Area",0,"596859.192115285"," 3852667.31613515"
"734",734,"deciduous",14,"James D. Martin - Skyline Wildlife Management Area",0,"588522.708614382"," 3861904.6350826"
"735",735,"deciduous",4,"James D. Martin - Skyline Wildlife Management Area",0,"580079.83974833"," 3858184.88171408"
"736",736,"deciduous",12,"James D. Martin - Skyline Wildlife Management Area",0,"584947.886886652"," 3867318.56422606"
"737",737,"deciduous",17,"James D. Martin - Skyline Wildlife Management Area",0,"583942.830091506"," 3867293.26802485"
"738",738,"deciduous",22,"James D. Martin - Skyline Wildlife Management Area",0,"577001.509713147"," 3849331.05542336"
"739",739,"deciduous",14,"James D. Martin - Skyline Wildlife Management Area",0,"587115.592563084"," 3863679.73395641"
"740",740,"deciduous",10,"James D. Martin - Skyline Wildlife Management Area",0,"589379.063492907"," 3862899.87688783"
"741",741,"deciduous",10,"James D. Martin - Skyline Wildlife Management Area",0,"580260.928835561"," 3870984.17518319"
"742",742,"deciduous",13,"James D. Martin - Skyline Wildlife Management Area",0,"588125.627418573"," 3865317.81614217"
"743",743,"deciduous",5,"James D. Martin - Skyline Wildlife Management Area",0,"584278.548644883"," 3860749.00224941"
"744",744,"deciduous",18,"James D. Martin - Skyline Wildlife Management Area",0,"588013.872686813"," 3868853.52278033"
"745",745,"deciduous",10,"James D. Martin - Skyline Wildlife Management Area",0,"593363.245686306"," 3865752.88039745"
"746",746,"deciduous",4,"James D. Martin - Skyline Wildlife Management Area",0,"592565.17247807"," 3863796.15991559"
"747",747,"deciduous",3,"James D. Martin - Skyline Wildlife Management Area",0,"578324.426581914"," 3856377.5957376"
"748",748,"deciduous",19,"James D. Martin - Skyline Wildlife Management Area",0,"580984.383863189"," 3869362.96556878"
"749",749,"deciduous",16,"James D. Martin - Skyline Wildlife Management Area",0,"591545.692625365"," 3869866.79756118"
"750",750,"deciduous",4,"James D. Martin - Skyline Wildlife Management Area",0,"580893.880575557"," 3861245.54674327"
"751",751,"deciduous",16,"James D. Martin - Skyline Wildlife Management Area",0,"597524.103030768"," 3868858.14312301"
"752",752,"deciduous",15,"James D. Martin - Skyline Wildlife Management Area",0,"585972.854785156"," 3863488.11003634"
"753",753,"deciduous",10,"James D. Martin - Skyline Wildlife Management Area",0,"592987.845290659"," 3866266.08946485"
"754",754,"deciduous",12,"James D. Martin - Skyline Wildlife Management Area",0,"593061.287741831"," 3863899.01744285"
"755",755,"deciduous",6,"James D. Martin - Skyline Wildlife Management Area",0,"581249.980486417"," 3858971.47452825"
"756",756,"deciduous",1,"James D. Martin - Skyline Wildlife Management Area",0,"597151.955440329"," 3855986.26548087"
"757",757,"deciduous",19,"James D. Martin - Skyline Wildlife Management Area",0,"587892.81195965"," 3860738.77236463"
"758",758,"deciduous",7,"James D. Martin - Skyline Wildlife Management Area",0,"578862.574685203"," 3857850.84568383"
"759",759,"deciduous",11,"James D. Martin - Skyline Wildlife Management Area",0,"581915.545983782"," 3871127.86852705"
"760",760,"deciduous",8,"James D. Martin - Skyline Wildlife Management Area",0,"590677.090810725"," 3864062.83078811"
"761",761,"deciduous",14,"James D. Martin - Skyline Wildlife Management Area",0,"581782.043616724"," 3870692.27741158"
"762",762,"deciduous",9,"James D. Martin - Skyline Wildlife Management Area",0,"586880.246104734"," 3870005.37727956"
"763",763,"deciduous",12,"James D. Martin - Skyline Wildlife Management Area",0,"588008.377872504"," 3869421.65040322"
"764",764,"open",3,"James D. Martin - Skyline Wildlife Management Area",0,"581845.747203929"," 3861036.81827358"
"765",765,"deciduous",6,"James D. Martin - Skyline Wildlife Management Area",0,"584748.461430633"," 3859958.04325024"
"766",766,"deciduous",17,"James D. Martin - Skyline Wildlife Management Area",0,"591828.495037862"," 3864343.25341057"
"767",767,"deciduous",6,"James D. Martin - Skyline Wildlife Management Area",0,"576380.691825683"," 3861071.04370048"
"768",768,"deciduous",7,"James D. Martin - Skyline Wildlife Management Area",0,"572251.25794873"," 3850463.57700828"
"769",769,"deciduous",10,"James D. Martin - Skyline Wildlife Management Area",0,"587395.482839917"," 3867806.13176186"
"770",770,"deciduous",17,"James D. Martin - Skyline Wildlife Management Area",0,"598543.22131555"," 3857170.37617898"
"771",771,"open",0,"James D. Martin - Skyline Wildlife Management Area",0,"597852.689771397"," 3855382.70643394"
"772",772,"deciduous",15,"James D. Martin - Skyline Wildlife Management Area",0,"590743.269950064"," 3870987.61975995"
"773",773,"evergreen",11,"James D. Martin - Skyline Wildlife Management Area",0,"588551.035292876"," 3864381.67159922"
"774",774,"deciduous",5,"James D. Martin - Skyline Wildlife Management Area",0,"574692.239801722"," 3849637.19690599"
"775",775,"deciduous",16,"James D. Martin - Skyline Wildlife Management Area",0,"587484.757506915"," 3872159.38225593"
"776",776,"deciduous",7,"James D. Martin - Skyline Wildlife Management Area",0,"592380.063375317"," 3863455.00551777"
"777",777,"deciduous",18,"James D. Martin - Skyline Wildlife Management Area",0,"590359.753617168"," 3862987.17784213"
"778",778,"deciduous",15,"James D. Martin - Skyline Wildlife Management Area",0,"576554.171504613"," 3849104.09459651"
"779",779,"deciduous",7,"James D. Martin - Skyline Wildlife Management Area",0,"584599.506490224"," 3856864.84262037"
"780",780,"deciduous",9,"James D. Martin - Skyline Wildlife Management Area",0,"591857.280667252"," 3870883.19164668"
"781",781,"deciduous",5,"James D. Martin - Skyline Wildlife Management Area",0,"573411.030894453"," 3854896.17513184"
"782",782,"deciduous",1,"James D. Martin - Skyline Wildlife Management Area",0,"578109.494150631"," 3856666.63234439"
"783",783,"deciduous",16,"James D. Martin - Skyline Wildlife Management Area",0,"581939.427783496"," 3869811.19650955"
"784",784,"deciduous",3,"James D. Martin - Skyline Wildlife Management Area",0,"580192.303687285"," 3871528.3223456"
"785",785,"deciduous",12,"James D. Martin - Skyline Wildlife Management Area",0,"588062.749816942"," 3862485.53003524"
"786",786,"deciduous",19,"James D. Martin - Skyline Wildlife Management Area",0,"591992.429201025"," 3865403.40743992"
"787",787,"deciduous",19,"James D. Martin - Skyline Wildlife Management Area",0,"585507.647867846"," 3861828.80951874"
"788",788,"deciduous",7,"James D. Martin - Skyline Wildlife Management Area",0,"588843.46133789"," 3864264.62838713"
"789",789,"deciduous",3,"James D. Martin - Skyline Wildlife Management Area",0,"595570.480819604"," 3855656.58676118"
"790",790,"open",4,"James D. Martin - Skyline Wildlife Management Area",0,"586829.110541232"," 3857611.83606557"
"791",791,"deciduous",13,"James D. Martin - Skyline Wildlife Management Area",0,"577312.634491323"," 3861282.45557147"
"792",792,"open",4,"James D. Martin - Skyline Wildlife Management Area",0,"587846.920678501"," 3857456.63615241"
"793",793,"deciduous",3,"James D. Martin - Skyline Wildlife Management Area",0,"573852.459760288"," 3850373.23499913"
"794",794,"deciduous",12,"James D. Martin - Skyline Wildlife Management Area",0,"587454.12960363"," 3870907.55587214"
"795",795,"deciduous",13,"James D. Martin - Skyline Wildlife Management Area",0,"583565.479279278"," 3855916.10304295"
"796",796,"evergreen",5,"James D. Martin - Skyline Wildlife Management Area",0,"590698.072248245"," 3853663.65328671"
"797",797,"deciduous",21,"James D. Martin - Skyline Wildlife Management Area",0,"592682.74366184"," 3869999.19798318"
"798",798,"deciduous",6,"James D. Martin - Skyline Wildlife Management Area",0,"595957.927618353"," 3864941.92176161"
"799",799,"deciduous",19,"James D. Martin - Skyline Wildlife Management Area",0,"575778.129120742"," 3847682.94048523"
"800",800,"deciduous",8,"James D. Martin - Skyline Wildlife Management Area",0,"585656.320033819"," 3867730.1543776"
"801",801,"deciduous",6,"James D. Martin - Skyline Wildlife Management Area",0,"580247.268904183"," 3861156.7785122"
"802",802,"deciduous",18,"James D. Martin - Skyline Wildlife Management Area",0,"589734.02671803"," 3855307.73917121"
"803",803,"deciduous",14,"James D. Martin - Skyline Wildlife Management Area",0,"580753.941214495"," 3870430.13324143"
"804",804,"deciduous",14,"James D. Martin - Skyline Wildlife Management Area",0,"588564.212442422"," 3871699.72662121"
"805",805,"deciduous",9,"James D. Martin - Skyline Wildlife Management Area",0,"597132.429011835"," 3857033.83519603"
"806",806,"deciduous",7,"James D. Martin - Skyline Wildlife Management Area",0,"574093.030246395"," 3853786.5677039"
"807",807,"deciduous",18,"James D. Martin - Skyline Wildlife Management Area",0,"594930.329795639"," 3868742.8536927"
"808",808,"deciduous",4,"James D. Martin - Skyline Wildlife Management Area",0,"574819.942713261"," 3854076.95307115"
"809",809,"deciduous",21,"James D. Martin - Skyline Wildlife Management Area",0,"589308.067850389"," 3861233.46992706"
"810",810,"deciduous",17,"James D. Martin - Skyline Wildlife Management Area",0,"574276.118099612"," 3848481.08759604"
"811",811,"deciduous",12,"James D. Martin - Skyline Wildlife Management Area",0,"597516.427373171"," 3856609.39225879"
